V,I,Temp,V_avg,I_avg,Y
0.5341,0.81711,0.91368,0.46741,0.75299,0.28848
0.54795,0.83826,0.91417,0.46953,0.75454,0.29131
0.57416,0.87546,0.91629,0.47496,0.75939,0.29754
0.59269,0.87546,0.92899,0.48696,0.77031,0.31
0.59926,0.87546,0.93296,0.49184,0.77454,0.31481
0.62897,0.87546,0.94051,0.5234,0.79987,0.34369
0.62947,0.87546,0.94051,0.52406,0.80037,0.34425
0.64227,0.87546,0.92634,0.54786,0.818,0.36435
0.64562,0.87546,0.92634,0.55511,0.82322,0.3703
0.64913,0.87546,0.92634,0.56281,0.82868,0.37653
0.64993,0.87546,0.92634,0.56457,0.82992,0.37794
0.65843,0.87546,0.93504,0.58292,0.84259,0.39238
0.66419,0.87546,0.94047,0.59516,0.85079,0.40172
0.6685,0.87546,0.94393,0.60427,0.85675,0.40851
0.66958,0.87546,0.9448,0.60657,0.85824,0.41021
0.67351,0.87546,0.94678,0.61511,0.8637,0.41644
0.68589,0.87546,0.94332,0.63845,0.87538,0.43626
0.68641,0.87546,0.94259,0.63917,0.87544,0.43711
0.69203,0.87546,0.93489,0.64631,0.87546,0.44617
0.69329,0.87547,0.93484,0.6478,0.87546,0.44815
0.69347,0.87547,0.93484,0.64801,0.87546,0.44843
0.69724,0.87551,0.93484,0.65234,0.87546,0.45438
0.69868,0.87552,0.93484,0.65393,0.87546,0.45664
0.70301,0.87556,0.93512,0.6586,0.87546,0.46344
0.70413,0.87555,0.93599,0.65974,0.87547,0.46513
0.71013,0.87549,0.94061,0.66567,0.87547,0.47419
0.72208,0.87546,0.95145,0.67656,0.87547,0.49146
0.73188,0.87546,0.95322,0.68496,0.87547,0.50477
0.74551,0.87552,0.94701,0.69637,0.87547,0.52232
0.75878,0.8755,0.94177,0.70747,0.87548,0.53874
0.76226,0.87548,0.94105,0.71041,0.87548,0.54298
0.7676,0.87546,0.94107,0.71496,0.87548,0.5495
0.76971,0.87546,0.94151,0.71675,0.87548,0.55204
0.77835,0.87546,0.94329,0.72422,0.87548,0.56252
0.78017,0.87546,0.94433,0.72586,0.87548,0.56478
0.78677,0.87546,0.94852,0.73184,0.87548,0.57299
0.80734,0.87546,0.95184,0.75136,0.87548,0.59904
0.82022,0.87546,0.95129,0.76445,0.87547,0.61602
0.82276,0.87546,0.95072,0.76709,0.87547,0.61942
0.8253,0.87546,0.95014,0.76974,0.87547,0.62282
0.83432,0.87546,0.94713,0.77925,0.87547,0.63499
0.84054,0.87546,0.94424,0.7859,0.87547,0.64348
0.8422,0.87546,0.94347,0.78767,0.87547,0.64575
0.84564,0.87546,0.94485,0.79144,0.87547,0.65056
0.84926,0.87546,0.94658,0.79541,0.87547,0.65566
0.85889,0.87546,0.9512,0.80594,0.87546,0.66924
0.86148,0.87546,0.95245,0.80877,0.87546,0.67292
0.86188,0.87546,0.95265,0.80921,0.87546,0.67349
0.87605,0.87546,0.95467,0.82448,0.87546,0.69359
0.87826,0.87546,0.95457,0.82681,0.87546,0.6967
0.88946,0.87546,0.95197,0.83819,0.87546,0.71199
0.91588,0.87546,0.94901,0.86248,0.87546,0.74483
0.92813,0.87546,0.9533,0.87288,0.87546,0.7587
0.94429,0.87546,0.95467,0.88634,0.87546,0.77626
0.9637,0.87536,0.95184,0.90275,0.87546,0.79692
0.97069,0.87445,0.95184,0.9092,0.87542,0.80484
0.97667,0.87367,0.95184,0.9148,0.87536,0.81164
0.97762,0.87349,0.95184,0.91574,0.87534,0.81276
0.97762,0.8644,0.95184,0.92237,0.87496,0.82015
0.97762,0.84567,0.95184,0.93911,0.87144,0.83918
0.97762,0.84457,0.95184,0.94024,0.87107,0.84052
0.97762,0.84439,0.95184,0.94043,0.87101,0.84075
0.9776,0.84239,0.95114,0.9432,0.87005,0.8438
0.97757,0.84055,0.95047,0.94569,0.8691,0.84665
0.97751,0.8355,0.94901,0.9525,0.86602,0.85481
0.97751,0.83481,0.94901,0.95359,0.86546,0.85613
0.97751,0.83392,0.94901,0.95496,0.86472,0.85782
0.97751,0.83203,0.94901,0.95772,0.8631,0.86138
0.97751,0.83,0.94858,0.96071,0.86115,0.86541
0.97751,0.82685,0.94675,0.96534,0.85758,0.87208
0.97751,0.82319,0.94262,0.97024,0.85264,0.88031
0.97751,0.81978,0.94051,0.97403,0.84713,0.88849
0.97751,0.81611,0.94051,0.97668,0.84035,0.89747
0.97751,0.81525,0.94051,0.97704,0.83869,0.89954
0.97751,0.8144,0.94051,0.97731,0.83701,0.90161
0.97751,0.8141,0.94018,0.97738,0.83641,0.90232
0.97751,0.8111,0.93517,0.97754,0.83027,0.9096
0.97751,0.80992,0.93484,0.97754,0.8282,0.91227
0.97751,0.8098,0.93484,0.97754,0.828,0.91254
0.97751,0.80891,0.93484,0.97753,0.82659,0.91452
0.97751,0.8043,0.93484,0.97752,0.82002,0.92481
0.97751,0.80049,0.93709,0.97751,0.81536,0.93275
0.97751,0.79962,0.93565,0.97751,0.8144,0.93439
0.97751,0.79626,0.93201,0.97751,0.81073,0.94069
0.97751,0.79565,0.93201,0.97751,0.81007,0.94181
0.97751,0.79515,0.93201,0.97751,0.80953,0.94273
0.97751,0.79487,0.93201,0.97751,0.80923,0.94323
0.97751,0.79202,0.93016,0.97751,0.80624,0.94814
0.97751,0.79018,0.92918,0.97751,0.80433,0.95116
0.97751,0.78995,0.92918,0.97751,0.8041,0.95151
0.97751,0.78636,0.92918,0.97751,0.80039,0.95699
0.97751,0.78496,0.92918,0.97751,0.79892,0.95906
0.97751,0.7829,0.92918,0.97751,0.79673,0.96195
0.97751,0.77782,0.92634,0.97751,0.79114,0.96871
0.97751,0.77715,0.92634,0.97751,0.79033,0.9696
0.97751,0.77688,0.92634,0.97751,0.79,0.96995
0.97751,0.77593,0.92634,0.97751,0.78887,0.9712
0.97751,0.77213,0.92634,0.97751,0.78415,0.97588
0.97751,0.77078,0.92627,0.97751,0.78244,0.97749
0.97751,0.76877,0.92357,0.97751,0.77971,0.97989
0.97751,0.76708,0.9261,0.97751,0.77717,0.98199
0.97751,0.76662,0.92587,0.97751,0.7765,0.98252
0.97751,0.76507,0.92341,0.97751,0.77432,0.98425
0.97751,0.76428,0.92192,0.97751,0.77305,0.9852
0.97751,0.76378,0.92096,0.97751,0.77227,0.9858
0.97751,0.76311,0.92184,0.97751,0.77113,0.98664
0.97751,0.76289,0.92232,0.97751,0.77076,0.98691
0.97751,0.76216,0.92351,0.97751,0.76956,0.9878
0.97751,0.76104,0.92351,0.97751,0.76784,0.98906
0.97751,0.76083,0.92351,0.97751,0.76747,0.98932
0.97751,0.76068,0.92351,0.97751,0.76722,0.98949
0.97751,0.76013,0.92351,0.97751,0.76629,0.99016
0.97751,0.75953,0.92203,0.97751,0.76528,0.99087
0.97751,0.75885,0.9222,0.97751,0.76413,0.9917
0.97751,0.7584,0.92519,0.97751,0.76338,0.99223
0.97751,0.75829,0.92596,0.97751,0.76319,0.99237
0.97751,0.75762,0.92365,0.97751,0.76188,0.99332
0.97751,0.75751,0.92351,0.97751,0.76168,0.99347
0.97751,0.75697,0.92351,0.97751,0.76072,0.99418
0.97751,0.75678,0.92194,0.97751,0.7604,0.99441
0.97751,0.75659,0.92021,0.97751,0.76009,0.99464
0.97751,0.75623,0.91904,0.97751,0.75949,0.9951
0.97751,0.75621,0.91933,0.97751,0.75944,0.99514
0.97751,0.7562,0.91943,0.97751,0.75942,0.99515
0.97751,0.75614,0.92029,0.97751,0.75929,0.99525
0.97751,0.75546,0.92351,0.97751,0.75813,0.99615
0.97751,0.75524,0.92351,0.97751,0.75771,0.99649
0.97751,0.75516,0.92351,0.97751,0.75753,0.99663
0.97751,0.75494,0.92255,0.97751,0.75709,0.99699
0.97751,0.75493,0.92251,0.97751,0.75708,0.997
0.97751,0.75455,0.92068,0.97751,0.75639,0.99761
0.97751,0.75452,0.92068,0.97751,0.75634,0.99765
0.97751,0.7545,0.92068,0.97751,0.75631,0.99768
0.97751,0.75421,0.92426,0.97751,0.75587,0.99808
0.97751,0.75406,0.92589,0.97751,0.75563,0.9983
0.97751,0.75392,0.92402,0.97751,0.75535,0.99857
0.97751,0.75374,0.9198,0.97751,0.75502,0.99888
0.97751,0.7536,0.91785,0.97751,0.75479,0.99912
0.97751,0.75353,0.91785,0.97751,0.75469,0.99923
0.97751,0.75342,0.91926,0.97751,0.75452,0.9994
0.97751,0.75342,0.91955,0.97751,0.75451,0.99941
0.97751,0.75329,0.92446,0.97751,0.75434,0.99959
0.97751,0.75321,0.92538,0.97751,0.75418,0.99976
0.97751,0.75317,0.92437,0.97751,0.75409,0.99987
0.97751,0.75312,0.92351,0.97751,0.75397,0.99996
0.97751,0.75306,0.92351,0.97751,0.75383,0.99999
0.97743,0.75296,0.92329,0.97751,0.75378,1
0.9765,0.75207,0.92079,0.97748,0.75366,1
0.9754,0.75102,0.91785,0.97733,0.75337,1
0.9754,0.75102,0.91785,0.97724,0.75323,1
0.97515,0.75102,0.85341,0.97705,0.75294,1
0.97513,0.75102,0.84715,0.97704,0.75293,1
0.97485,0.75102,0.77518,0.97692,0.75278,1
0.97441,0.75102,0.69634,0.97668,0.75254,1
0.97366,0.75102,0.61182,0.97615,0.75213,1
0.97349,0.75102,0.59449,0.97602,0.75204,1
0.97342,0.75102,0.58496,0.97595,0.752,1
0.97337,0.75102,0.5786,0.9759,0.75197,1
0.97327,0.75102,0.56483,0.97579,0.7519,1
0.97313,0.75102,0.54577,0.97563,0.75182,1
0.97287,0.75102,0.50631,0.97527,0.75163,1
0.97285,0.75102,0.50439,0.97525,0.75163,1
0.97279,0.75102,0.4938,0.97515,0.75158,1
0.97268,0.75102,0.47743,0.97499,0.7515,1
0.97263,0.75102,0.46876,0.9749,0.75146,1
0.97237,0.75102,0.4264,0.97446,0.75128,1
0.97233,0.75102,0.41887,0.97438,0.75124,1
0.97201,0.75102,0.35381,0.97369,0.75103,1
0.97181,0.75102,0.32522,0.97345,0.75102,1
0.97165,0.75102,0.29273,0.97319,0.75102,1
0.97129,0.75102,0.21681,0.97258,0.75102,1
0.97121,0.75102,0.20054,0.97245,0.75102,1
0.97104,0.75102,0.16742,0.9722,0.75102,1
0.97097,0.75102,0.1551,0.97212,0.75102,1
0.97089,0.75102,0.13815,0.972,0.75102,1
0.97046,0.75102,0.070272,0.97138,0.75102,1
0.97045,0.75102,0.069309,0.97136,0.75102,1
0.97036,0.75102,0.061028,0.9712,0.75102,1
0.97026,0.75102,0.053129,0.97101,0.75102,1
0.97016,0.75102,0.047788,0.97084,0.75102,1
0.97015,0.75102,0.047018,0.97082,0.75102,1
0.97013,0.75102,0.046055,0.97079,0.75102,1
0.97012,0.75102,0.04513,0.97076,0.75102,1
0.97012,0.75102,0.044119,0.97074,0.75102,1
0.97012,0.75102,0.042097,0.9707,0.75102,1
0.97012,0.75102,0.040364,0.97067,0.75102,1
0.97011,0.75102,0.036771,0.9706,0.75102,1
0.97009,0.75102,0.035423,0.97056,0.75102,1
0.97008,0.75102,0.035134,0.97056,0.75102,1
0.97007,0.75102,0.034556,0.97054,0.75102,1
0.97,0.75102,0.029864,0.9704,0.75102,1
0.97,0.75102,0.028564,0.97034,0.75102,1
0.96994,0.75102,0.026831,0.97028,0.75102,1
0.96988,0.75102,0.023509,0.97016,0.75102,1
0.96988,0.75102,0.024181,0.97009,0.75102,1
0.96988,0.75102,0.024711,0.97008,0.75102,1
0.96988,0.75102,0.025144,0.97007,0.75102,1
0.96987,0.75102,0.024877,0.97006,0.75102,1
0.96981,0.75102,0.0204,0.97002,0.75102,1
0.96976,0.75102,0.016976,0.97,0.75102,1
0.96976,0.75102,0.016976,0.96996,0.75102,1
0.96976,0.75102,0.014788,0.96991,0.75102,1
0.96976,0.75102,0.01552,0.96988,0.75102,1
0.96975,0.75102,0.016614,0.96986,0.75102,1
0.96975,0.75102,0.016422,0.96986,0.75102,1
0.96964,0.75102,0.0090517,0.96979,0.75102,1
0.96964,0.75102,0.0085221,0.96978,0.75102,1
0.96964,0.75102,0.010117,0.96977,0.75102,1
0.96964,0.75102,0.010984,0.96976,0.75102,1
0.96964,0.75102,0.011155,0.96975,0.75102,1
0.96964,0.75102,0.010626,0.96975,0.75102,1
0.96964,0.75102,0.0092294,0.96973,0.75102,1
0.96957,0.75102,0.01018,0.96971,0.75102,1
0.96952,0.75102,0.0073116,0.96967,0.75102,1
0.96952,0.75102,0.0076508,0.96964,0.75102,1
0.96952,0.75102,0.0077952,0.96964,0.75102,1
0.96952,0.75102,0.0084771,0.96961,0.75102,1
0.96952,0.75102,0.0084771,0.96961,0.75102,1
0.96952,0.75102,0.0056441,0.96958,0.75102,1
0.96952,0.75102,0.0056441,0.96958,0.75102,1
0.96952,0.75102,0.0056441,0.96957,0.75102,1
0.96942,0.75102,0.00070489,0.96955,0.75102,1
0.96941,0.75102,0.0055656,0.9695,0.75102,1
0.96941,0.75102,0.0059507,0.9695,0.75102,1
0.96941,0.75102,0.007622,0.96948,0.75102,1
0.96941,0.75102,0.0074295,0.96948,0.75102,1
0.96941,0.75102,0.0060815,0.96948,0.75102,1
0.96936,0.75102,0.0056441,0.96947,0.75102,1
0.96929,0.75102,0.0056441,0.96944,0.75102,1
0.96929,0.75102,0.0056441,0.96943,0.75102,1
0.96929,0.75102,0.0056441,0.96942,0.75102,1
0.96929,0.75102,0.0056441,0.96942,0.75102,1
0.96929,0.75102,0.0071547,0.96939,0.75102,1
0.96929,0.75102,0.0078287,0.96938,0.75102,1
0.96929,0.75102,0.0028112,0.96934,0.75102,1
0.96929,0.75102,0.0028112,0.96933,0.75102,1
0.96929,0.75102,0.0028112,0.96933,0.75102,1
0.96929,0.75102,0.0031405,0.96933,0.75102,1
0.96929,0.75102,0.0036219,0.96933,0.75102,1
0.96929,0.75102,0.0040071,0.96933,0.75102,1
0.96929,0.75102,0.0045366,0.96933,0.75102,1
0.96929,0.75102,0.0053069,0.96932,0.75102,1
0.96929,0.75102,0.0054032,0.96932,0.75102,1
0.96927,0.75102,0.0051629,0.96932,0.75102,1
0.96918,0.75102,0.007736,0.96928,0.75102,1
0.96918,0.75102,0.0043256,0.96925,0.75102,1
0.96915,0.75102,0.0034258,0.96923,0.75102,1
0.96913,0.75102,0.0039072,0.96922,0.75102,1
0.96911,0.75102,0.0042923,0.96922,0.75102,1
0.96908,0.75102,0.005207,0.96921,0.75102,1
0.96906,0.75102,0.0056441,0.9692,0.75102,1
0.96906,0.75102,0.0056441,0.96919,0.75102,1
0.96906,0.75102,0.0056441,0.96919,0.75102,1
0.96906,0.75102,0.0056441,0.96919,0.75102,1
0.96906,0.75102,0.0056441,0.96919,0.75102,1
0.96906,0.75102,0.0056441,0.96918,0.75102,1
0.96906,0.75102,0.0056441,0.96917,0.75102,1
0.96906,0.75102,0.0069068,0.96914,0.75102,1
0.96906,0.75102,0.008303,0.96913,0.75102,1
0.96906,0.75102,0.0083992,0.96913,0.75102,1
0.96906,0.75102,0.0056441,0.96911,0.75102,1
0.96906,0.75102,0.0056441,0.96911,0.75102,1
0.96906,0.75102,0.0056441,0.9691,0.75102,1
0.96906,0.75102,0.0056441,0.9691,0.75102,1
0.96906,0.75102,0.0056441,0.9691,0.75102,1
0.96906,0.75102,0.0056441,0.96909,0.75102,1
0.96906,0.75102,0.0056441,0.96909,0.75102,1
0.96906,0.75102,0.0056441,0.96908,0.75102,1
0.94945,0.74667,0.01131,0.96883,0.75096,0.99994
0.93401,0.87527,0.019809,0.9551,0.7443,0.99205
0.42182,0.35116,0.025475,0.95088,0.74239,0.99067
0.36869,0.33094,0.025475,0.94735,0.7401,0.98816
0.70316,0.71849,0.033973,0.93317,0.7323,0.97869
0.32226,0.27101,0.045305,0.92411,0.72819,0.97483
0.28153,0.25612,0.048138,0.92004,0.72524,0.97153
0.75956,0.69432,0.070801,0.8822,0.70923,0.95273
0.72529,0.68721,0.070801,0.8807,0.70861,0.95206
0.64251,0.55888,0.076467,0.83597,0.6876,0.92866
0.59205,0.47321,0.076467,0.82806,0.6843,0.9251
0.65379,0.71046,0.084966,0.77159,0.65298,0.88958
0.58731,0.52102,0.087799,0.76026,0.64945,0.88594
0.71165,0.66985,0.087799,0.75708,0.64867,0.88481
0.61695,0.63692,0.090632,0.72226,0.63098,0.86505
0.6825,0.65795,0.093465,0.70928,0.62584,0.85925
0.60904,0.56135,0.090632,0.69121,0.61961,0.85243
0.69927,0.70033,0.090632,0.68413,0.61691,0.84919
0.76898,0.7564,0.090632,0.68306,0.61728,0.84951
0.80669,0.74689,0.084966,0.67765,0.621,0.85368
0.80575,0.74687,0.084966,0.67667,0.62097,0.85365
0.89801,0.87546,0.0793,0.67767,0.62509,0.85043
0.90227,0.87546,0.073634,0.6721,0.62358,0.84918
0.79166,0.74678,0.067968,0.68787,0.6395,0.84076
0.45417,0.44784,0.067968,0.67471,0.63385,0.82305
0.29157,0.25306,0.073634,0.66731,0.62987,0.8121
0.28402,0.25306,0.073634,0.66682,0.62951,0.81099
0.75377,0.87531,0.076467,0.66603,0.62971,0.80834
0.59557,0.6054,0.084966,0.67142,0.63969,0.8039
0.46426,0.43065,0.084966,0.66927,0.63802,0.80074
0.76237,0.81326,0.084966,0.66783,0.63987,0.79592
0.55108,0.57762,0.082133,0.66766,0.64188,0.78484
0.51866,0.52264,0.082133,0.67132,0.64913,0.7778
0.68338,0.8189,0.10196,0.6419,0.64049,0.73174
0.47917,0.53473,0.1048,0.63964,0.63934,0.72929
0.55029,0.70562,0.1048,0.62564,0.63055,0.71721
0.44752,0.55194,0.10763,0.61293,0.62267,0.71052
0.36181,0.45884,0.1048,0.60144,0.6168,0.70239
0.46915,0.55412,0.1048,0.59257,0.61473,0.69808
0.47335,0.56111,0.1048,0.58886,0.61355,0.69584
0.55345,0.69601,0.099131,0.57551,0.60874,0.68895
0.68894,0.87546,0.096298,0.57526,0.61002,0.68903
0.74658,0.87546,0.096298,0.58028,0.61983,0.69154
0.68024,0.74678,0.093465,0.57717,0.61905,0.69341
0.75653,0.87546,0.087799,0.57381,0.62265,0.68971
0.52296,0.53978,0.084966,0.56601,0.61912,0.68813
0.74166,0.84256,0.084966,0.56684,0.6228,0.68696
0.25883,0.25306,0.0793,0.56755,0.62516,0.68128
0.21771,0.25306,0.0793,0.56446,0.62208,0.67794
0.27742,0.39897,0.0793,0.55407,0.62849,0.66184
0.57041,0.87546,0.084966,0.53953,0.62327,0.64602
0.72975,0.87546,0.093465,0.54424,0.63503,0.65143
0.28011,0.39018,0.096298,0.53637,0.63157,0.63658
0.38104,0.56627,0.096298,0.53042,0.63581,0.62134
0.46859,0.69007,0.096298,0.52951,0.63787,0.61739
0.3432,0.50471,0.093465,0.53183,0.64285,0.61331
0.43085,0.6357,0.096298,0.52709,0.64137,0.60699
0.10577,0.30129,0.10196,0.51002,0.64095,0.57977
0.29941,0.62711,0.10763,0.50269,0.63707,0.57253
0.0035679,0.33182,0.11046,0.49473,0.63182,0.56529
0.24763,0.48593,0.12746,0.48067,0.63058,0.55486
0.36086,0.69145,0.13313,0.42919,0.60528,0.52788
0.37348,0.69898,0.13596,0.42264,0.60379,0.5247
0.59361,0.8639,0.12463,0.40839,0.6099,0.52156
0.59312,0.86916,0.1133,0.40067,0.60755,0.51956
0.53625,0.7464,0.10196,0.39557,0.61617,0.51522
0.5276,0.74623,0.099131,0.39819,0.62494,0.50765
0.52349,0.74646,0.096298,0.38552,0.62286,0.50126
0.26416,0.62044,0.090632,0.37657,0.61735,0.48618
0.4236,0.83126,0.11046,0.36321,0.61664,0.47399
0.15055,0.51426,0.11613,0.34842,0.63356,0.42795
0.23364,0.64884,0.1133,0.34562,0.63621,0.42179
0.029579,0.48096,0.12463,0.33352,0.6351,0.40326
0.16924,0.70014,0.13879,0.29601,0.62071,0.37501
0.14956,0.67651,0.13879,0.29297,0.61902,0.37369
0.073179,0.59182,0.14162,0.28291,0.6142,0.3689
0.0023023,0.50247,0.14446,0.27886,0.61249,0.36688
0.038579,0.55557,0.14729,0.26915,0.60964,0.36184
0.19701,0.74515,0.15012,0.26001,0.60797,0.35793
0.38475,0.71498,0.13879,0.22694,0.60984,0.34941
0.27735,0.5543,0.11613,0.22444,0.62172,0.34116
0.46874,0.87546,0.10907,0.21376,0.63408,0.31
0.21934,0.77324,0.10763,0.21182,0.63558,0.29098
0.29257,0.75102,0.10763,0.21674,0.64174,0.29005
0.33417,0.75102,0.1048,0.22508,0.64852,0.29005
0.39149,0.75102,0.093465,0.24836,0.66379,0.29005
0.40793,0.75102,0.084966,0.26175,0.67281,0.29005
0.41992,0.75102,0.076467,0.27671,0.68107,0.29005
0.43308,0.75102,0.065136,0.29783,0.691,0.29005
0.44449,0.75102,0.056637,0.31821,0.70071,0.29005
0.44691,0.75102,0.053804,0.32188,0.70098,0.29005
0.45013,0.75102,0.050971,0.32281,0.69815,0.29005
0.45102,0.75102,0.050971,0.32291,0.69753,0.29005
0.45466,0.75102,0.048138,0.32674,0.70049,0.29005
0.45618,0.75102,0.045305,0.32708,0.69946,0.29005
0.46061,0.75102,0.042472,0.33279,0.70282,0.29005
0.46123,0.75102,0.039639,0.3329,0.7024,0.29005
0.46511,0.75102,0.036806,0.34259,0.71037,0.29005
0.4718,0.75102,0.031141,0.36191,0.71685,0.29005
0.47192,0.75102,0.031141,0.3622,0.71687,0.29005
0.47333,0.75102,0.028308,0.37798,0.72871,0.29005
0.47544,0.75102,0.025475,0.40017,0.73602,0.29005
0.4772,0.75102,0.022642,0.40738,0.73569,0.29005
0.47767,0.75102,0.022642,0.41626,0.74176,0.29005
0.47966,0.75102,0.014143,0.44842,0.75102,0.29005
0.48072,0.75102,0.016976,0.45752,0.75102,0.29005
0.48107,0.75102,0.014143,0.45978,0.75102,0.29005
0.48131,0.75102,0.014143,0.46212,0.75102,0.29005
